Date,Symbol,Open,High,Low,Close,Volume,,,
14-05-2009,MARUTI,815.65,841.85,795,832.7,773571,,,
15-05-2009,MARUTI,842,857,837,848.2,588323,,,
18-05-2009,MARUTI,924,954,918,938.2,22796,,,
19-05-2009,MARUTI,960,1064,940,999.9,2296571,,,
20-05-2009,MARUTI,992,1058.9,981.4,1041.85,1492589,,,
21-05-2009,MARUTI,1026,1041.85,957.65,969.25,1440592,,,
22-05-2009,MARUTI,962,974.9,954,961.95,1387314,,,
25-05-2009,MARUTI,962.5,985.5,958,973.35,553098,,,
26-05-2009,MARUTI,973.5,980,948,957.9,465220,,,
27-05-2009,MARUTI,970.2,983,946.2,974.5,584867,,,
28-05-2009,MARUTI,974.5,1028.8,965.3,1003.85,1886752,,,
29-05-2009,MARUTI,1009,1037.45,983,1027.1,1690981,,,
01-06-2009,MARUTI,1025,1062,1025,1042.4,750208,,,
02-06-2009,MARUTI,1035,1049,1020.5,1036.05,1394295,,,
03-06-2009,MARUTI,1030,1063.3,1022.75,1044.9,812232,,,
04-06-2009,MARUTI,1030,1084.7,1030,1078.9,956533,,,
05-06-2009,MARUTI,1080,1112.8,1070.1,1087.1,623638,,,
08-06-2009,MARUTI,1075.05,1103,1026.15,1051.85,751314,,,
09-06-2009,MARUTI,1029,1111.8,1005.15,1089.95,560514,,,
10-06-2009,MARUTI,1100,1119,1090,1109.35,671173,,,
11-06-2009,MARUTI,1073.35,1111,1073.35,1097.45,481712,,,
12-06-2009,MARUTI,1053.65,1114.85,1053.65,1085.1,854058,,,
15-06-2009,MARUTI,1046.35,1083.8,1046.35,1065.45,473583,,,
16-06-2009,MARUTI,1046.35,1093.9,1040,1075.55,613585,,,
17-06-2009,MARUTI,1071.3,1085.4,1050,1061.05,560998,,,
18-06-2009,MARUTI,1055,1059.9,1025.15,1031.75,474395,,,
19-06-2009,MARUTI,1035,1064,1031.3,1049.9,410019,,,
22-06-2009,MARUTI,1060,1074.75,1038.05,1066.2,354924,,,
23-06-2009,MARUTI,1052,1066.9,1036,1053.35,806325,,,
24-06-2009,MARUTI,1055,1064.9,1029,1059.9,661162,,,
25-06-2009,MARUTI,1068,1069,1009.9,1025.8,584588,,,
26-06-2009,MARUTI,1037,1063.65,1018.1,1059.25,441041,,,
29-06-2009,MARUTI,1059.1,1079.8,1038.35,1067.9,279147,,,
30-06-2009,MARUTI,1075,1078.1,1050,1068.95,670630,,,
01-07-2009,MARUTI,1078,1086,1053,1072.25,425206,,,
02-07-2009,MARUTI,1080,1080,1029,1052.4,309181,,,
03-07-2009,MARUTI,1049.7,1066.9,1040.15,1058.75,272949,,,
06-07-2009,MARUTI,1058.75,1073.6,991.5,1037.6,801787,,,
07-07-2009,MARUTI,1028.7,1110,1020,1080.15,719619,,,
08-07-2009,MARUTI,1060,1108.4,1056.5,1102.25,850417,,,
09-07-2009,MARUTI,1108,1124,1090.1,1099.15,485334,,,
10-07-2009,MARUTI,1095,1115,1068.75,1103.6,659226,,,
13-07-2009,MARUTI,1090,1094.9,1040.4,1067,319362,,,
14-07-2009,MARUTI,1074.3,1095,1068.35,1085.75,828890,,,
15-07-2009,MARUTI,1085,1117.75,1065.35,1109.45,488421,,,
16-07-2009,MARUTI,1115.1,1152.4,1086.3,1142,657947,,,
17-07-2009,MARUTI,1159,1193.65,1148,1181.45,1156812,,,
20-07-2009,MARUTI,1188,1219.9,1184,1209.75,691039,,,
21-07-2009,MARUTI,1180,1248.5,1180,1240.05,591621,,,
22-07-2009,MARUTI,1241,1249.95,1201,1214.3,542016,,,
23-07-2009,MARUTI,1220,1305,1220,1295.8,1811332,,,
24-07-2009,MARUTI,1301,1399.9,1297.1,1378.25,1721907,,,
27-07-2009,MARUTI,1388,1394,1349.7,1369.9,673482,,,
28-07-2009,MARUTI,1370,1418,1345,1389.05,972544,,,
29-07-2009,MARUTI,1395,1418.95,1362,1398.05,675425,,,
30-07-2009,MARUTI,1381,1416.95,1371,1397.05,954939,,,
31-07-2009,MARUTI,1434,1448.65,1402,1414.45,577930,,,
03-08-2009,MARUTI,1411,1484,1411,1471.9,705685,,,
04-08-2009,MARUTI,1469.85,1515.9,1450,1492.55,1168701,,,
05-08-2009,MARUTI,1515,1515,1431.3,1441.7,838345,,,
06-08-2009,MARUTI,1443,1443.8,1342.2,1364.7,1287527,,,
07-08-2009,MARUTI,1350,1355,1282,1293.4,1983765,,,
10-08-2009,MARUTI,1319.85,1332.8,1225.1,1248.55,2630057,,,
11-08-2009,MARUTI,1220,1309.5,1220,1296.3,1467531,,,
12-08-2009,MARUTI,1272,1298.9,1255.8,1290.1,917422,,,
13-08-2009,MARUTI,1330,1385.9,1301,1373.1,1546332,,,
14-08-2009,MARUTI,1370,1385,1342,1349.25,731351,,,
17-08-2009,MARUTI,1325,1330,1265.55,1275.6,784965,,,
18-08-2009,MARUTI,1280,1319,1266.25,1300.4,770068,,,
19-08-2009,MARUTI,1308,1330,1275.05,1301.85,785510,,,
20-08-2009,MARUTI,1320,1375,1316.3,1370.5,1169291,,,
21-08-2009,MARUTI,1366,1390,1348.75,1388.2,883022,,,
24-08-2009,MARUTI,1402.05,1441.9,1395,1431.7,860804,,,
25-08-2009,MARUTI,1428,1448,1411,1417.75,777467,,,
26-08-2009,MARUTI,1435,1435,1391.05,1405.25,693776,,,
27-08-2009,MARUTI,1398,1425,1383.6,1415.9,1179483,,,
28-08-2009,MARUTI,1425,1437,1390,1421.4,543476,,,
31-08-2009,MARUTI,1411.15,1459,1393.3,1437.75,751627,,,
01-09-2009,MARUTI,1447,1561,1445.65,1540.45,2722272,,,
02-09-2009,MARUTI,1545,1569.9,1502,1509.3,1374367,,,
03-09-2009,MARUTI,1527.65,1538.3,1494.1,1507.4,822449,,,
04-09-2009,MARUTI,1510,1555.4,1506,1546.6,729249,,,
